date,hour,massif,region,massif_unique,altitude,inclination,orientation,size_of_group,transported,with head buried in snow,dead,injured,unharmed,activite_regrouped,only_hour,year,month
2015-01-31,12:30,mont blanc,alps,Mont-Blanc,2190,30-34,NO,3,1,1,1,0,0,"off-piste (ski, snowboard)",12,2015,1
2015-04-18,10:45,mont blanc,alps,Mont-Blanc,3230,40-44,NE,2,1,0,0,0,1,other,10,2015,4
2016-03-03,13:45,ballon d'alsace,other,other,1225,>45,E,2,1,0,0,0,1,hiking,13,2016,3
2015-08-25,08:40,mont blanc,alps,Mont-Blanc,0,,,3,2,0,0,0,0,alpinisme,8,2015,8
2016-01-03,12:45,mont blanc,alps,Mont-Blanc,3390,30-34,N,3,3,1,0,1,1,alpinisme,12,2016,1
2016-01-11,,mont blanc,alps,Mont-Blanc,0,,,1,1,0,0,0,0,other,0,2016,1
2016-03-08,,haute bigorre,pyrenees,hte-bigo,0,,NO,5,2,1,1,0,1,hiking,0,2016,3
2016-02-12,,mont blanc,alps,Mont-Blanc,0,,NO,2,2,0,0,0,0,hiking,0,2016,2
2016-02-27,10:15,mont blanc,alps,Mont-Blanc,2100,30-34,SO,1,1,1,1,0,0,hiking,10,2016,2
2016-03-20,11:00,capcir puymorens,pyrenees,capcir,0,,,4,4,0,0,0,0,hiking,11,2016,3
2016-03-22,17:35,haute bigorre,pyrenees,hte-bigo,1850,>45,O,15,15,0,0,0,3,hiking,17,2016,3
2016-02-27,18:00,mont blanc,alps,Mont-Blanc,2015,30-34,O,1,1,0,0,0,1,hiking,18,2016,2
2016-04-17,08:30,haute bigorre,pyrenees,hte-bigo,2360,40-44,NE,3,3,0,0,0,3,alpinisme,8,2016,4
2016-06-20,11:30,mont blanc,alps,Mont-Blanc,4020,30-34,NO,2,3,1,0,1,2,alpinisme,11,2016,6
2017-02-12,08:30,mont blanc,alps,Mont-Blanc,2250,35-39,NO,1,1,1,1,0,0,hiking,8,2017,2
2018-02-13,,mont blanc,alps,Mont-Blanc,0,,,2,2,0,0,0,1,"off-piste (ski, snowboard)",0,2018,2
2016-05-01,12:00,mont dore,other,other,0,,N,2,1,1,1,0,0,hiking,12,2016,5
2018-03-04,,mont blanc,alps,Mont-Blanc,0,,,4,2,0,0,0,0,hiking,0,2018,3
2018-03-04,14:00,mont blanc,alps,Mont-Blanc,2050,35-39,O,3,1,0,0,0,0,"off-piste (ski, snowboard)",14,2018,3
2018-03-04,16:00,mont blanc,alps,Mont-Blanc,2050,35-39,O,3,1,0,0,0,0,"off-piste (ski, snowboard)",16,2018,3
2018-04-02,11:00,mont blanc,alps,Mont-Blanc,2680,40-44,S,9,7,0,0,0,0,hiking,11,2018,4
2018-04-30,11:00,mont blanc,alps,Mont-Blanc,3450,>45,NO,4,1,1,0,1,0,hiking,11,2018,4
2019-03-10,,mont blanc,alps,Mont-Blanc,0,,,5,5,0,0,0,5,"cross-country (ski, snowboard etc.)",0,2019,3
2017-01-14,12:17,aspe ossau,pyrenees,aspe-ossau,2300,35-39,N,3,3,2,2,0,1,hiking,12,2017,1
2019-03-14,,mont blanc,alps,Mont-Blanc,0,,,1,1,0,0,1,0,alpinisme,0,2019,3
2019-04-21,,mont blanc,alps,Mont-Blanc,0,,,3,3,0,0,0,3,"cross-country (ski, snowboard etc.)",0,2019,4
2019-05-18,,mont blanc,alps,Mont-Blanc,0,,,1,1,1,1,0,0,"cross-country (ski, snowboard etc.)",0,2019,5
2019-12-28,,mont blanc,alps,Mont-Blanc,0,,,1,1,1,0,1,0,"off-piste (ski, snowboard)",0,2019,12
2020-01-29,,mont blanc,alps,Mont-Blanc,0,,,1,1,1,1,0,0,"off-piste (ski, snowboard)",0,2020,1
2020-01-30,,mont blanc,alps,Mont-Blanc,0,,,1,1,1,0,1,0,"off-piste (ski, snowboard)",0,2020,1
2020-01-30,,mont blanc,alps,Mont-Blanc,0,,,1,1,0,0,0,1,"off-piste (ski, snowboard)",0,2020,1
2020-02-03,,mont blanc,alps,Mont-Blanc,0,,,1,1,0,0,1,0,"cross-country (ski, snowboard etc.)",0,2020,2
2020-03-01,,mont blanc,alps,Mont-Blanc,0,,,1,1,1,1,0,0,"off-piste (ski, snowboard)",0,2020,3
2020-05-31,,mont blanc,alps,Mont-Blanc,0,,,2,2,0,1,1,0,"cross-country (ski, snowboard etc.)",0,2020,5
2020-06-20,,mont blanc,alps,Mont-Blanc,0,,,2,2,0,0,1,1,alpinisme,0,2020,6
2011-01-12,13:30,oisans,alps,Oisans,2800,30-34,SO,4,2,0,0,0,2,"off-piste (ski, snowboard)",13,2011,1
2011-02-21,14:00,oisans,alps,Oisans,2500,30-34,SO,2,2,0,0,0,2,"off-piste (ski, snowboard)",14,2011,2
2017-02-12,13:45,hohneck,other,other,1300,>45,N,4,2,0,0,0,0,alpinisme,13,2017,2
2012-02-06,15:30,oisans,alps,Oisans,2400,30-34,NO,2,1,1,1,0,0,hiking,15,2012,2
2012-12-14,,oisans,alps,Oisans,0,,,3,3,0,0,0,0,other,0,2012,12
2013-01-02,,oisans,alps,Oisans,2450,35-39,O,3,1,0,0,0,0,hiking,0,2013,1
2013-01-30,,oisans,alps,Oisans,2320,>45,SE,2,2,2,0,2,0,alpinisme,0,2013,1
2013-04-14,09:55,oisans,alps,Oisans,2900,30-34,SE,8,2,0,0,0,0,hiking,9,2013,4
2014-03-08,14:00,oisans,alps,Oisans,0,,NE,2,1,0,0,0,0,hiking,14,2014,3
2015-02-22,13:15,oisans,alps,Oisans,1950,30-34,O,4,4,2,1,1,2,hiking,13,2015,2
2016-01-13,15:45,oisans,alps,Oisans,2690,35-39,NE,11,5,4,3,1,0,"off-piste (ski, snowboard)",15,2016,1
2016-12-20,20:00,oisans,alps,Oisans,2560,>45,NE,3,3,0,0,0,0,hiking,20,2016,12
2018-02-13,13:45,oisans,alps,Oisans,3140,35-39,SE,5,1,0,0,0,0,hiking,13,2018,2
2018-02-14,14:45,oisans,alps,Oisans,2300,30-34,NO,1,1,0,0,0,1,hiking,14,2018,2
2018-02-17,,oisans,alps,Oisans,0,,,1,1,0,0,0,1,hiking,0,2018,2
2018-02-18,15:40,oisans,alps,Oisans,2850,,S,1,1,0,0,0,0,"off-piste (ski, snowboard)",15,2018,2
2018-03-02,17:15,oisans,alps,Oisans,2400,40-44,NO,4,1,1,1,0,0,"off-piste (ski, snowboard)",17,2018,3
2018-03-02,16:45,oisans,alps,Oisans,2430,35-39,NE,1,1,1,1,0,0,"piste (ski, snowboard)",16,2018,3
2018-03-23,13:15,oisans,alps,Oisans,2840,40-44,O,2,1,0,0,0,1,"off-piste (ski, snowboard)",13,2018,3
2018-05-03,12:20,oisans,alps,Oisans,0,,,2,1,0,0,0,0,hiking,12,2018,5
2018-12-18,,oisans,alps,Oisans,0,,,3,3,0,0,0,3,alpinisme,0,2018,12
2019-01-29,,oisans,alps,Oisans,0,,,2,2,2,2,0,0,"off-piste (ski, snowboard)",0,2019,1
2019-03-09,,oisans,alps,Oisans,0,,,3,3,0,0,0,3,alpinisme,0,2019,3
2019-04-13,,oisans,alps,Oisans,0,,,1,1,0,0,0,1,"cross-country (ski, snowboard etc.)",0,2019,4
2011-04-03,11:30,embrunnais,alps,Pelvoux,2400,,NO,2,1,1,0,1,0,"off-piste (ski, snowboard)",11,2011,4
2012-12-16,12:25,embrunais parpaillon,alps,Parpaillon,2520,30-34,NO,1,1,1,1,0,0,"off-piste (ski, snowboard)",12,2012,12
2013-03-05,,embrunais parpaillon,alps,Parpaillon,0,,,5,5,0,0,0,0,alpinisme,0,2013,3
2017-11-26,,haute bigorre,pyrenees,hte-bigo,0,,N,3,1,0,0,0,0,hiking,0,2017,11
2013-04-19,10:20,embrunais parpaillon,alps,Parpaillon,2300,,,1,1,0,0,0,0,"piste (ski, snowboard)",10,2013,4
2016-01-16,12:00,embrunnais-parpaillon,alps,Parpaillon,0,,,2,1,0,0,0,1,hiking,12,2016,1
2016-02-14,12:30,embrunnais-parpaillon,alps,Parpaillon,0,,,2,1,1,1,0,0,"off-piste (ski, snowboard)",12,2016,2
2017-03-03,12:30,embrunnais,alps,Pelvoux,0,,,1,1,0,0,0,1,"off-piste (ski, snowboard)",12,2017,3
2017-03-07,16:00,embrunais parpaillon,alps,Parpaillon,2315,>45,NE,3,2,1,1,0,1,"off-piste (ski, snowboard)",16,2017,3
2017-03-12,13:55,embrunais parpaillon,alps,Parpaillon,0,,N,3,1,0,0,0,1,"off-piste (ski, snowboard)",13,2017,3
2017-04-16,09:55,embrunais parpaillon,alps,Parpaillon,2270,40-44,N,2,2,0,0,0,0,hiking,9,2017,4
2019-11-20,,embrunnais-parpaillon,alps,Parpaillon,0,,,1,1,0,0,0,1,"cross-country (ski, snowboard etc.)",0,2019,11
2017-12-16,,lioran,other,other,1530,35-39,SE,1,1,1,0,1,0,hiking,0,2017,12
2011-01-08,11:06,pelvoux,alps,Pelvoux,0,,,2,1,1,0,0,1,"off-piste (ski, snowboard)",11,2011,1
2017-12-30,13:10,capcir puymorens,pyrenees,capcir,2610,40-44,SE,4,4,0,0,0,4,hiking,13,2017,12
2011-12-10,14:40,pelvoux,alps,Pelvoux,2600,<30,NE,2,1,1,1,0,0,hiking,14,2011,12
2013-02-06,,pelvoux,alps,Pelvoux,0,,,12,1,0,0,0,1,hiking,0,2013,2
2013-03-15,13:30,pelvoux,alps,Pelvoux,0,,,3,3,0,0,0,0,hiking,13,2013,3
2018-01-09,15:00,haute bigorre,pyrenees,hte-bigo,1600,,,2,1,1,1,0,0,hiking,15,2018,1
2018-01-09,13:30,haute bigorre,pyrenees,hte-bigo,1790,30-34,N,2,1,0,0,0,1,hiking,13,2018,1
2013-03-25,,pelvoux,alps,Pelvoux,0,,,2,2,0,0,0,0,"off-piste (ski, snowboard)",0,2013,3
2013-12-26,14:20,pelvoux,alps,Pelvoux,2565,35-39,SO,2,2,0,0,0,1,"off-piste (ski, snowboard)",14,2013,12
2013-12-27,14:50,pelvoux,alps,Pelvoux,2150,40-44,NE,1,1,1,1,0,0,"off-piste (ski, snowboard)",14,2013,12
2018-02-01,,ballon d'alsace,other,other,1210,>45,E,1,1,1,0,1,0,hiking,0,2018,2
2014-01-05,15:00,pelvoux,alps,Pelvoux,0,,,3,1,0,0,0,0,"off-piste (ski, snowboard)",15,2014,1
2015-01-18,13:00,pelvoux,alps,Pelvoux,2400,,NE,3,3,2,2,0,0,"off-piste (ski, snowboard)",13,2015,1
2015-01-21,09:55,pelvoux,alps,Pelvoux,2350,35-39,NO,2,2,1,0,1,1,"off-piste (ski, snowboard)",9,2015,1
2018-02-13,14:45,haute bigorre,pyrenees,hte-bigo,2120,35-39,N,1,1,1,1,0,0,"off-piste (ski, snowboard)",14,2018,2
2015-02-14,16:00,pelvoux,alps,Pelvoux,2200,>45,NO,1,1,0,0,0,1,"off-piste (ski, snowboard)",16,2015,2
2015-04-01,14:45,pelvoux,alps,Pelvoux,3420,>45,SE,14,12,6,4,2,2,hiking,14,2015,4
2018-02-14,14:45,haute bigorre,pyrenees,hte-bigo,2600,>45,SE,3,3,3,3,0,0,"off-piste (ski, snowboard)",14,2018,2
2015-04-28,,pelvoux,alps,Pelvoux,3000,40-44,N,1,1,0,0,0,0,alpinisme,0,2015,4
2015-09-15,11:45,pelvoux,alps,Pelvoux,3965,40-44,N,8,8,5,1,4,0,alpinisme,11,2015,9
2016-04-24,,pelvoux,alps,Pelvoux,0,>45,NO,2,2,0,0,0,0,alpinisme,0,2016,4
2017-03-04,,pelvoux,alps,Pelvoux,2440,35-39,NE,2,2,0,0,0,1,"off-piste (ski, snowboard)",0,2017,3
2018-02-02,,pelvoux,alps,Pelvoux,0,,,3,1,0,0,0,0,hiking,0,2018,2
2018-03-04,14:15,pelvoux,alps,Pelvoux,1990,35-39,SE,2,1,0,0,0,0,hiking,14,2018,3
2018-02-23,,aure louron,pyrenees,aure_lour,2570,>45,SE,1,1,1,1,0,0,hiking,0,2018,2
2018-03-12,12:15,pelvoux,alps,Pelvoux,2300,40-44,N,3,1,1,1,0,0,"off-piste (ski, snowboard)",12,2018,3
2018-03-22,10:35,pelvoux,alps,Pelvoux,2900,30-34,E,2,2,1,1,0,1,hiking,10,2018,3
2018-05-26,,pelvoux,alps,Pelvoux,0,>45,O,11,2,1,1,0,1,alpinisme,0,2018,5
2018-11-24,,pelvoux,alps,Pelvoux,0,,,1,1,0,0,0,1,"cross-country (ski, snowboard etc.)",0,2018,11
2019-03-01,,pelvoux,alps,Pelvoux,0,,,3,3,0,1,1,1,"cross-country (ski, snowboard etc.)",0,2019,3
2019-04-27,,pelvoux,alps,Pelvoux,0,,,2,2,0,0,2,0,"cross-country (ski, snowboard etc.)",0,2019,4
2011-01-30,10:00,queyras,alps,Queyras,2650,35-39,O,8,4,1,1,0,3,hiking,10,2011,1
2011-03-02,16:40,queyras,alps,Queyras,2005,35-39,NO,3,1,0,0,0,1,"off-piste (ski, snowboard)",16,2011,3
2011-03-16,14:30,queyras,alps,Queyras,2600,35-39,NO,1,1,1,0,0,1,hiking,14,2011,3
2018-03-03,12:00,haute bigorre,pyrenees,hte-bigo,0,,,5,3,2,2,0,1,hiking,12,2018,3
2011-03-18,14:00,queyras,alps,Queyras,2300,30-34,N,2,1,1,1,0,0,hiking,14,2011,3
2011-03-19,12:05,queyras,alps,Queyras,2530,30-34,N,4,4,3,3,0,1,hiking,12,2011,3
2011-03-19,15:30,queyras,alps,Queyras,2540,40-44,N,2,1,1,1,0,0,"off-piste (ski, snowboard)",15,2011,3
2012-03-10,11:25,queyras,alps,Queyras,2770,30-34,NO,6,1,0,0,0,0,hiking,11,2012,3
2012-03-20,10:00,queyras,alps,Queyras,2800,40-44,N,4,1,0,0,0,0,hiking,10,2012,3
2012-03-24,11:30,queyras,alps,Queyras,2980,35-39,NO,7,1,0,0,0,0,hiking,11,2012,3
2012-12-26,15:30,queyras,alps,Queyras,2865,>45,N,1,1,0,0,0,1,"off-piste (ski, snowboard)",15,2012,12
2013-02-13,14:15,queyras,alps,Queyras,2400,30-34,E,2,1,0,0,0,0,hiking,14,2013,2
2013-03-09,10:30,queyras,alps,Queyras,2600,,,3,3,1,1,0,1,"off-piste (ski, snowboard)",10,2013,3
2013-03-22,13:00,queyras,alps,Queyras,0,,,10,2,0,0,0,0,hiking,13,2013,3
2013-12-23,,queyras,alps,Queyras,2600,,,2,2,0,0,0,0,hiking,0,2013,12
2014-02-17,,queyras,alps,Queyras,0,,,2,1,0,0,0,1,"off-piste (ski, snowboard)",0,2014,2
2015-01-24,11:40,queyras,alps,Queyras,2770,35-39,NE,6,6,6,6,0,0,hiking,11,2015,1
2015-02-08,13:30,queyras,alps,Queyras,2340,30-34,SO,1,1,1,1,0,0,hiking,13,2015,2
